original_text,masked_text,original_masked_word,mask_predicted
"сөзіңді салғырт тыңдап, екі ұшты көзбен қарайды","сөзіңді салғырт тыңдап, <mask> ұшты көзбен қарайды",екі,оған
"солтабайдың келiншегi барымтаға түскенiн ести сала, бөкеншiнiң бар жайлауында түнгi жайылыста жүрген жылқы атаулы ауылға қуылып келiп, күн шықпастан аттар ұсталды","солтабайдың келiншегi барымтаға түскенiн ести сала, бөкеншiнiң бар жайлауында түнгi жайылыста жүрген жылқы <mask> ауылға қуылып келiп, күн шықпастан аттар ұсталды",атаулы,шы
"содан, не керек, тағы бір туысы қайта-қайта жәрдемге шақыра берген бір күні « бұл да сол былтыр күзде берген ақсақ тоқтысын бұлдап отыр » деп шамданған бидәкең ойындағы әлгі шаруасына шарт бекініпті","содан, не керек, тағы бір туысы қайта-қайта жәрдемге шақыра берген бір күні « бұл да сол былтыр күзде берген ақсақ тоқтысын бұлдап отыр » <mask> шамданған бидәкең ойындағы әлгі шаруасына шарт бекініпті",деп,деп
"төрдің дәл төбесінде аппақ сақалы бауырына түскен, қапсағай ірі денелі, қас-кірпігіне дейін түгел ағарған сымайыл зәңгі отыр","төрдің дәл төбесінде <mask> сақалы бауырына түскен, қапсағай ірі денелі, қас-кірпігіне дейін түгел ағарған сымайыл зәңгі отыр",аппақ,","
"олай жасамауым керек еді, әрине","олай <mask> керек еді, әрине",жасамауым,болуы
бұл қалыпта алғашқы семестрдің өзінен өтпейсіңдер,бұл <mask> алғашқы семестрдің өзінен өтпейсіңдер,қалыпта,жолы
"жәй тұрған жоқ, жел желіп өткен сайын сыңсып үзіліп-үзіліп ән салады",жәй тұрған <mask> жел желіп өткен сайын сыңсып үзіліп-үзіліп ән салады,"жоқ,",сайын
"жел өтіне маңдайын төсеп, ақ қардың үстінде жылқылардан бөлек жататын бұған кейде жас балалар құрық салып, ұстамақшы болатын","жел өтіне маңдайын төсеп, ақ қардың үстінде жылқылардан бөлек <mask> бұған кейде жас балалар құрық салып, ұстамақшы болатын",жататын,","
"бүгін ол жеңді, мені тырқырата қуды – санамда дәл осы « мені » деген сөзді қолдандым, – бірақ бұл жеңіс оның офицерлері мен солдаттарының батылырақтығынан немесе дайындығының мықтылығынан емес еді","бүгін ол жеңді, мені тырқырата қуды – санамда дәл осы « мені » деген сөзді қолдандым, – бірақ бұл жеңіс оның офицерлері мен солдаттарының батылырақтығынан немесе <mask> мықтылығынан емес еді",дайындығының,ең
қол өте тез шаршайды және біртіндеп бұлшықет ауыра бастайды,қол өте тез шаршайды және <mask> бұлшықет ауыра бастайды,біртіндеп,бұлшық
"мына бара жатқан милицалардың беті жаман, тіпті сөз аяғы басылғанша аулақтау бір жерге бой тасалай тұрса да болады деді","мына бара жатқан милицалардың беті жаман, тіпті сөз <mask> басылғанша аулақтау бір жерге бой тасалай тұрса да болады деді",аяғы,ің
"әуелі көл-дария көк аспанның әлдебір жеріне қадалып ап сайраған торғай үні шығады; оған көктен, жерден көп шырыл қосылады; індігеш-індігеш аузынан жон арқасын шуаққа тосқан дала тышқандары өн бойларына шымырлап дари түскен күн нұрына масаттанып, шықылықтап береді","әуелі көл-дария көк аспанның әлдебір жеріне қадалып ап сайраған торғай үні шығады; оған <mask> жерден көп шырыл қосылады; індігеш-індігеш аузынан жон арқасын шуаққа тосқан дала тышқандары өн бойларына шымырлап дари түскен күн нұрына масаттанып, шықылықтап береді","көктен,",бір
"дархан қызуқанды жігіт, әрі қарай ойынды жалғастырды, бірақ жеңіліп қалды","дархан қызуқанды жігіт, әрі <mask> ойынды жалғастырды, бірақ жеңіліп қалды",қарай,қарай
"әлбетте, жерден көтерген таяғымыз басқа болып шыққан сәттер әрқайсысымыздың өмірімізде кездескен шығар","әлбетте, жерден көтерген таяғымыз басқа болып <mask> сәттер әрқайсысымыздың өмірімізде кездескен шығар",шыққан,кеткен
"құлан әлгі екі атты бергі еңіске түсіп, көзден ғайып болғанша қарап тұрды да, үйіне беттеді","құлан әлгі екі атты бергі <mask> түсіп, көзден ғайып болғанша қарап тұрды да, үйіне беттеді",еңіске,жолға
"біз үшінші дағды туралы бөлімде ауланы « жасыл әрі таза » қылуға тапсырма бергенде, осындай келісімнің маңызды бір нұсқасын талқылаған едік","біз үшінші <mask> туралы бөлімде ауланы « жасыл әрі таза » қылуға тапсырма бергенде, осындай келісімнің маңызды бір нұсқасын талқылаған едік",дағды,күн
"отау орта шаруалы қазақ әйелінің өмір бойғы арманындай алты қанат, шағын ғана еді","отау орта <mask> қазақ әйелінің өмір бойғы арманындай алты қанат, шағын ғана еді",шаруалы,","
"гити ләйлаға сол жігітпен тайманнын сыртындағы шайханада екі рет жасырын жолыққанын, әр жолы бар болғаны он бес минуттай ғана сөйлесетіндерін айтты","гити ләйлаға сол жігітпен <mask> сыртындағы шайханада екі рет жасырын жолыққанын, әр жолы бар болғаны он бес минуттай ғана сөйлесетіндерін айтты",тайманнын,қала
"дәл осындай қысылтаяң сәтте өзінің қабылдау бөлмесіне алым-салық жинайтын топтың бастығы гаугаң мен демежан келіп отыр дегенді естігенде, ши-амбы іздегенін енді тапқандай орнынан атып тұрып: – шақыр мұнда ол екеуін","дәл осындай қысылтаяң сәтте өзінің қабылдау <mask> алым-салық жинайтын топтың бастығы гаугаң мен демежан келіп отыр дегенді естігенде, ши-амбы іздегенін енді тапқандай орнынан атып тұрып: – шақыр мұнда ол екеуін",бөлмесіне,бөлмесіне
пайдаланушылар орналастырған осы фотосуреттердің тартымдылығы 10 балдық шкала бойынша бағаланады,пайдаланушылар орналастырған осы фотосуреттердің тартымдылығы 10 балдық шкала <mask> бағаланады,бойынша,бойынша
"ертең шенділер есін жиғанда кеш болады, себебі жер қойнауында тарихымыз туралы баяндайтын жәдігерлердің барлығы шетелге сатылып бітеді","ертең шенділер есін <mask> кеш болады, себебі жер қойнауында тарихымыз туралы баяндайтын жәдігерлердің барлығы шетелге сатылып бітеді",жиғанда,бастан
"біреуі ырғызбайдың белгілі қырты жұман, екіншісі дәл сондай аталас, жақын, өсер аулынікі – бақырауық мақа болатын","біреуі ырғызбайдың белгілі қырты жұман, екіншісі дәл сондай аталас, <mask> өсер аулынікі – бақырауық мақа болатын","жақын,",ал
"for a discussion of this issue, see taylor, s","for a discussion <mask> this issue, see taylor, s",of,","
"түнде ханның көңілінің кеңіген бір шағын тауып, бір жағы өкпе, бір жағы назы етіп: « хан ием, қожахмет ұлыңды қашанғы орыс бекінісінде ұстайсың, сағындым ғой, қайтатын уақыты жеткен жоқ па","түнде ханның көңілінің кеңіген бір шағын тауып, бір жағы өкпе, бір жағы назы <mask> « хан ием, қожахмет ұлыңды қашанғы орыс бекінісінде ұстайсың, сағындым ғой, қайтатын уақыты жеткен жоқ па",етіп:,:
"көкала болған сақалы желбіреген, кеудесі керіскедей, қызылшырайлы, ірі кісі еді, мына ат басындай қызылшаны өзі толғатып тапқандай, айдарынан жел есіп, құдайы беріп тұрған кез","көкала <mask> сақалы желбіреген, кеудесі керіскедей, қызылшырайлы, ірі кісі еді, мына ат басындай қызылшаны өзі толғатып тапқандай, айдарынан жел есіп, құдайы беріп тұрған кез",болған,дай
"көтеріле түскен күн сәулесімен шағылысып сары ала қылыш, көк темір мылтық ұштары оқтын-оқтын жарқ ете түседі","көтеріле түскен күн сәулесімен <mask> сары ала қылыш, көк темір мылтық ұштары оқтын-оқтын жарқ ете түседі",шағылысып,","
"сол себептен де, бұрын қазақ жерінде орыс бекіністері салына бастағанына күмәнданып келген бұқар жырау: шүршіт келеді деген сөз бар-ды, көктен түскен төрт кітап « енжіл » атты кәләмда, егер шүршіт келмесін, егер шүршіт қаптаса, алып бір жейді ақтарып көмулі көрден денеңді, — деп, қытай әскерінің қорқау қасқырдан кем емес жауыздығын айтып, жұртты күні бұрын ұлы айқасқа шақыра бастады","сол <mask> де, бұрын қазақ жерінде орыс бекіністері салына бастағанына күмәнданып келген бұқар жырау: шүршіт келеді деген сөз бар-ды, көктен түскен төрт кітап « енжіл » атты кәләмда, егер шүршіт келмесін, егер шүршіт қаптаса, алып бір жейді ақтарып көмулі көрден денеңді, — деп, қытай әскерінің қорқау қасқырдан кем емес жауыздығын айтып, жұртты күні бұрын ұлы айқасқа шақыра бастады",себептен,себепті
қазақстаннан қажылыққа барған қазақтың көзіне оттай басылып меккеде тұр,қазақстаннан қажылыққа барған қазақтың көзіне <mask> басылып меккеде тұр,оттай,шөп
вильсон ұсыныстары версаль шартының негізіне алынды,вильсон ұсыныстары версаль шартының <mask> алынды,негізіне,сатып
"әйгерiм абайды кiнәламаса да, ақтамақшы емес","әйгерiм абайды кiнәламаса да, <mask> емес",ақтамақшы,дұрыс
бірақ мұқаш оның кәдірін біледі деймісің,бірақ мұқаш оның <mask> біледі деймісің,кәдірін,бәрін
"ал керісінше, басыңа түскен қиыншылық сені даналыққа тәрбиелеп, жаратқанға жақындата түссе, онда мұны алланың саған жазған зор жақсылығы деп білгейсің","ал керісінше, басыңа түскен қиыншылық сені даналыққа тәрбиелеп, жаратқанға жақындата түссе, онда мұны алланың саған <mask> зор жақсылығы деп білгейсің",жазған,жасаған
ысқақ тектіні құдайберді өлерден бір ай бұрын алады,ысқақ тектіні құдайберді өлерден <mask> ай бұрын алады,бір,бір
ал қауіпті ең алдымен еске алушы әзімбай мен мәніке болған,ал <mask> ең алдымен еске алушы әзімбай мен мәніке болған,қауіпті,дында
суды байлаған қайсың,суды <mask> қайсың,байлаған,алған
"саған дәрі беріп, кіріңді жуайын",саған дәрі <mask> кіріңді жуайын,"беріп,",","
"мол жемтік, көп өлексенің үстінен түсіп мелдегінен келген құзғындар сияқты, немесе тамақтап әкелген көп қойды апанда талапайлап жеп, ойнақ салған үйірлі қасқырлар секілді","мол жемтік, көп өлексенің үстінен түсіп мелдегінен келген құзғындар сияқты, немесе тамақтап әкелген көп қойды апанда <mask> жеп, ойнақ салған үйірлі қасқырлар секілді",талапайлап,дай
"қартайған шағында апанын бөлтіріктеріне алдырып, желдің өтінде қалған кәрі бөрідей әрі-сәрі күнге ұшырамайын десең, көп баланың бірін баулы","қартайған шағында апанын бөлтіріктеріне алдырып, желдің өтінде қалған кәрі бөрідей әрі-сәрі күнге ұшырамайын десең, <mask> баланың бірін баулы",көп,екі
"ән, домбыра кезегi қыдыра жағалап осы үмiтейдiң өзiне келгенде, о да iркiлмей "" баян-аулыны"" бастады","ән, домбыра <mask> қыдыра жағалап осы үмiтейдiң өзiне келгенде, о да iркiлмей "" баян-аулыны"" бастады",кезегi,","
"кейіндегі зеңбіректер ортадан килігіп ұрыс салған қазақ қолына доп жаудырайын десе, әлгінде ғана еңкілдей ілгері тартып бара жатқан өз әскері қапталдан тиген қазақ әскерімен мидай араласып кетті","кейіндегі зеңбіректер ортадан килігіп ұрыс салған қазақ қолына доп жаудырайын десе, әлгінде ғана еңкілдей ілгері тартып бара жатқан <mask> әскері қапталдан тиген қазақ әскерімен мидай араласып кетті",өз,орыс
мұндай жеңілтектігі үшін жек көріп кететінімді ескертіңіз,мұндай жеңілтектігі <mask> жек көріп кететінімді ескертіңіз,үшін,үшін
"қан-сөлден айрылып, сұрланып талған жүзiнде көк тамырлары бiлiнедi","қан-сөлден айрылып, сұрланып талған <mask> көк тамырлары бiлiнедi",жүзiнде,","
ол өзінің нені оқытып жатқанын жақсы біледі,ол өзінің нені оқытып <mask> жақсы біледі,жатқанын,жатқанын
"бірақ, құтырғаннан құтылған дегендей, тевкелев ол он бір жылқыны даулап жатпай, елшілердің жандары алқымға келіп бебеулеп жатқан үш жаралыны арттарына өңгеріп жал асып кеткендеріне қуанды","бірақ, құтырғаннан құтылған дегендей, тевкелев <mask> он бір жылқыны даулап жатпай, елшілердің жандары алқымға келіп бебеулеп жатқан үш жаралыны арттарына өңгеріп жал асып кеткендеріне қуанды",ол,тің
"әлемнің әйнегін қырау басқан, айнала аппақ қар, сеңдей сірестіріп қасаттап тастаған ақсіреу кіреуке, қарасаң көз қарықтыратын шаңқан бел-белестер әлдеқайда","әлемнің әйнегін қырау басқан, айнала аппақ қар, сеңдей сірестіріп қасаттап тастаған ақсіреу <mask> қарасаң көз қарықтыратын шаңқан бел-белестер әлдеқайда","кіреуке,",","
"бұл жолы, өңi бұзылған қалпында, лосовскийдiң үйiнен қоштаспай шығып кеттi","бұл <mask> өңi бұзылған қалпында, лосовскийдiң үйiнен қоштаспай шығып кеттi","жолы,",оқиға
"көбі жаумайтын бұлттай тектен - тек шоғырланып, қалың дүрмекке құр ілесіп жүр","көбі жаумайтын бұлттай тектен - тек шоғырланып, қалың дүрмекке <mask> ілесіп жүр",құр,ғана
"сонымен қоса, дэн « мәскеу экспансионизмі » туралы орнымен айтқаны соншалықты, батыс инсвестициясы қуатты ағын боп қытайға ағылды","сонымен қоса, дэн « мәскеу экспансионизмі » туралы орнымен <mask> соншалықты, батыс инсвестициясы қуатты ағын боп қытайға ағылды",айтқаны,","
"мұның өзі халқымыздың өткендегі рухани өмірі мен заттық өндірісінің бірден бір көрінісі ретінде оның тарихын, тұрмыс-салтын, эстетикалық идеалдарын танып-білуге мүмкіндік беретін","мұның өзі халқымыздың өткендегі рухани өмірі мен заттық өндірісінің бірден бір көрінісі ретінде оның тарихын, тұрмыс-салтын, <mask> идеалдарын танып-білуге мүмкіндік беретін",эстетикалық,өмірлік
"көп адам мұның өте оңтайлы және толығымен тегін жолы – өмір салтын өзгертуді байқамай, бірден дәрімен емделуге ұмтылады",көп адам мұның өте оңтайлы және толығымен тегін жолы – өмір салтын өзгертуді <mask> бірден дәрімен емделуге ұмтылады,"байқамай,",және
"қалай атар екем, қара да тұр","қалай <mask> екем, қара да тұр",атар,болар
"сәуір бітісімен, ол да солады","сәуір бітісімен, ол <mask> солады",да,да
"құрметті сейіттің жолын кескен, атының шылбырына жармасқан, балағат айтқан","құрметті сейіттің жолын кескен, <mask> шылбырына жармасқан, балағат айтқан",атының,оның
"оның арғы жағында даңғараның дабылдатқан дүбіріне ілесе қимыл жасап, қытай сыйқыршысы өнер көрсетіп жүр","оның арғы жағында <mask> дабылдатқан дүбіріне ілесе қимыл жасап, қытай сыйқыршысы өнер көрсетіп жүр",даңғараның,елді
"құлаған мазардың қабырғасына қонақтаған құс осы бір түсініксіз, қос аяқты құбыжықтарға сақтана қарап отыр","құлаған мазардың <mask> қонақтаған құс осы бір түсініксіз, қос аяқты құбыжықтарға сақтана қарап отыр",қабырғасына,басына
"еркегі жоқ ауылды шабатұғын кәсібің бе, сұлтаным, әдет еткен","еркегі жоқ ауылды шабатұғын <mask> бе, сұлтаным, әдет еткен",кәсібің,білесің
"болыс соны ауылдарына жолатпасын, керсе – хабар ғылсын, болмаса ұстап берсін депті","болыс соны ауылдарына <mask> керсе – хабар ғылсын, болмаса ұстап берсін депті","жолатпасын,",апарып
"сондықтан өздерінше ат қойып, айдар тағып алады","сондықтан <mask> ат қойып, айдар тағып алады",өздерінше,да
бұл жайды ашып айтысқан кiсi жоқ,бұл жайды ашып <mask> кiсi жоқ,айтысқан,айтуға
қатар отырған екі ауылдың бет алдындағы тобылғылы сайдың күнгей қабағындағы баурайда балапан көк масаты түктеніп қап еді,қатар отырған екі ауылдың бет алдындағы тобылғылы сайдың күнгей <mask> баурайда балапан көк масаты түктеніп қап еді,қабағындағы,інде
"алайда өзім өмір сүрген жылдар мен тірліктегі тәжірибелер биігінен қарағанда, мемлекетті, елді, халықты, шаруашылықты басқару – өнердің ең жоғарғы шыңы екенін түсінетін жағдайдамын деп үміттенемін","алайда өзім өмір сүрген жылдар мен тірліктегі тәжірибелер биігінен қарағанда, мемлекетті, елді, халықты, шаруашылықты басқару – өнердің ең <mask> шыңы екенін түсінетін жағдайдамын деп үміттенемін",жоғарғы,биік
"биікте жарық күнмен шағылысқан, ашық түсті, кірсіз аппақ қар","биікте жарық күнмен шағылысқан, ашық түсті, кірсіз <mask> қар",аппақ,","
"бір есімде қалғаны, 1935 жылы ғой деймін, қазақстан өкіметі сәкенге сол кездерде жаңа шыққан « эмка » дейтін жеңіл машина мен киіз үй сыйға тартқан еді, бірақ олар сәкенге бұйырмай кетті","бір есімде қалғаны, 1935 жылы ғой деймін, қазақстан өкіметі сәкенге сол кездерде жаңа шыққан « эмка » дейтін жеңіл <mask> мен киіз үй сыйға тартқан еді, бірақ олар сәкенге бұйырмай кетті",машина,киім
дауылдың ертеңінде « тағы бір апат боп кетер » деп малы үшін сескенген тәкежан енді қыстауға көшкен-ді,дауылдың ертеңінде « тағы бір апат боп кетер » <mask> малы үшін сескенген тәкежан енді қыстауға көшкен-ді,деп,деп
бұтымызға тышып қоя жаздадық,бұтымызға <mask> қоя жаздадық,тышып,қол
"ішке кірген бойда ошақ алдына отыра қап, қып-қызыл қи шоғына шабынып оттың үстіне түсіп барады","ішке кірген бойда ошақ алдына отыра қап, қып-қызыл қи шоғына шабынып <mask> үстіне түсіп барады",оттың,","
"арқамыздан қағып, төсекке жатқыза бастағанда қалталарына қолды салып жіберіп, ілінгенін қойнымызға қотарып жіберсек, бір үлкен іс тындырғандай мәз-мейрам болып қалатын едік","арқамыздан қағып, төсекке жатқыза бастағанда қалталарына қолды салып жіберіп, ілінгенін <mask> қотарып жіберсек, бір үлкен іс тындырғандай мәз-мейрам болып қалатын едік",қойнымызға,жерге
"абай бұған бұрылып, оқудан көзі талған қалпында қалың кітапты жауып қойып, сәл жұмған көзін кесек саусақтарымен сипай отырып, әлдеқайда әйгерімнің ойына келмес бір жайлардан қызық әңгіменің басын бастап кетеді","абай бұған бұрылып, оқудан <mask> талған қалпында қалың кітапты жауып қойып, сәл жұмған көзін кесек саусақтарымен сипай отырып, әлдеқайда әйгерімнің ойына келмес бір жайлардан қызық әңгіменің басын бастап кетеді",көзі,қан
базаралы істеген іс — дәл сол көптің өзіне де тосын еді,базаралы істеген іс — дәл сол көптің өзіне <mask> тосын еді,де,де
"әр ел әр түрлі уақытта табысқа жетті, алайда, біз әңгімелеп отырған кезеңде америкалықтар жапон кодын білгені айдан-анық, ал кейбір іс-әрекеттеріне қарағанда, жапондықтар да америкалықтар құпиясын шешкен","әр ел әр түрлі уақытта табысқа жетті, алайда, біз әңгімелеп отырған кезеңде америкалықтар жапон кодын білгені айдан-анық, ал кейбір <mask> қарағанда, жапондықтар да америкалықтар құпиясын шешкен",іс-әрекеттеріне,деректерге
"үрерге иті, сығарға биті жоқ жалаңтөс біз","үрерге иті, <mask> биті жоқ жалаңтөс біз",сығарға,бірақ
"сіздің алдыңызда тұрған талаптар неғұрлым күрделі болса, сіз олар­ды ойлауға соғұрлым көп уақыт жұмсайсыз","сіздің <mask> тұрған талаптар неғұрлым күрделі болса, сіз олар­ды ойлауға соғұрлым көп уақыт жұмсайсыз",алдыңызда,алдында
құс бабын бiлетiн ыңғайлы қимылмен басы-жонын сипады,құс бабын <mask> ыңғайлы қимылмен басы-жонын сипады,бiлетiн,","
"жандарал мұны айдындырамын деп ертті, енді бұдан бар пөлеқор жуандарды айдындырып түрғанын өзі де андымай қалды","жандарал мұны айдындырамын деп ертті, енді бұдан бар пөлеқор жуандарды айдындырып түрғанын өзі де <mask> қалды",андымай,байқап
"жастау жағы кейін іркіліп, бұл тұрғыластар уәделесіп қойғандай айдаладағы жапа-жалғыз ақ боз үйге қарай лап қойған","жастау жағы кейін іркіліп, бұл тұрғыластар уәделесіп қойғандай айдаладағы жапа-жалғыз ақ <mask> үйге қарай лап қойған",боз,киіз
"бөжейдiң өлiмiн есiткенде, үй iшi тегiс аңтарылып, селт еттi","бөжейдiң өлiмiн <mask> үй iшi тегiс аңтарылып, селт еттi","есiткенде,",","
"бұрындық көлденеңі мен ұзындығы бірдей төртпақ келген, қолдары кескен томардай, шойын денелі балуан жігіт","бұрындық көлденеңі мен ұзындығы бірдей төртпақ келген, <mask> кескен томардай, шойын денелі балуан жігіт",қолдары,кіндік
браун « конгрестегі еврей ықпалына » сілтеме жасай отырып: «,браун « конгрестегі еврей <mask> » сілтеме жасай отырып: «,ықпалына,лерге
"керемет диванға отырып, үстелге аяғымды қойдым","керемет диванға отырып, <mask> аяғымды қойдым",үстелге,өз
туыстарымен ептеп-септеп күн көрем деп ойлаған ғой,туыстарымен ептеп-септеп күн көрем <mask> ойлаған ғой,деп,деп
үйде әзiр тұрған шай бар екен,үйде әзiр тұрған <mask> бар екен,шай,жайымыз
"ал, территорияның қанша екенін көріп тұрсың ғой, қарашы, көз жетпейді","ал, территорияның қанша екенін көріп тұрсың ғой, <mask> көз жетпейді","қарашы,",оған
мұқа өзіне сенімді жүзбен жуап қатты: — бұл күйді біз « томнай места » деп тартамыз,мұқа өзіне сенімді жүзбен жуап қатты: — бұл күйді <mask> « томнай места » деп тартамыз,біз,біз
"көріп еді, жас жігіттің іші бауырына кіріп жата жатқан әдемі жанарына арбалды да қалды","көріп еді, жас жігіттің іші <mask> кіріп жата жатқан әдемі жанарына арбалды да қалды",бауырына,ішіне
"оның несі жаман, айтшы маған","оның <mask> жаман, айтшы маған",несі,несі
"есімде қалғаны, күн бата салысымен тауықтар сияқты біз де жертөсекке қаз-қатар жатып алып, оразкүл кемпірдің әңгімесін тыңдаймыз","есімде қалғаны, күн бата салысымен тауықтар сияқты біз де жертөсекке <mask> жатып алып, оразкүл кемпірдің әңгімесін тыңдаймыз",қаз-қатар,бара
өсек көп ерген айғанымға біреулер оны танып та жүріпті,өсек көп ерген айғанымға біреулер <mask> танып та жүріпті,оны,хат
"көп адам оған кететін есіл күш пен уақытты сылтауратып, басқа біреуге жұмыс табыстағысы келмейді","көп адам <mask> кететін есіл күш пен уақытты сылтауратып, басқа біреуге жұмыс табыстағысы келмейді",оған,босқа
"ең болмаса бөжейдiң жетiсiне шейiн, немесе тiптi қырқына шейiн "" жыласатын ағайынды"", "" бата оқырды"" осы кең қоныс – шалқарда тоспақ болды","ең болмаса бөжейдiң жетiсiне шейiн, немесе тiптi қырқына шейiн "" жыласатын ағайынды"", "" бата оқырды"" <mask> кең қоныс – шалқарда тоспақ болды",осы,деп
"өйткені мұнда махаббат қуанышы да, қиындықтың бәрін артта қалдырған жанның қуанышы да бар","өйткені <mask> махаббат қуанышы да, қиындықтың бәрін артта қалдырған жанның қуанышы да бар",мұнда,","
"жасау қырық-қырықтан болатын, ақ үй, оған бір отауша, бір шатыр қосатын, сәукеледен басталған жасау келе-келе заманына лайық машина, самауыр сияқты уақытының жиһаз-бұйымдарына ауысқан, "" жар-жарды"" ат үстінде тұрып, отау үйдің үзігін түріп қойып айтатын жігіттерге екі қыз үйде бүркеніп отырып, жауап қайыратын, жігіттерге шапан жабылып, басқа да киімдер кигізілетін болған","жасау қырық-қырықтан болатын, ақ үй, оған бір отауша, бір шатыр қосатын, сәукеледен басталған жасау келе-келе заманына лайық машина, самауыр сияқты уақытының <mask> ауысқан, "" жар-жарды"" ат үстінде тұрып, отау үйдің үзігін түріп қойып айтатын жігіттерге екі қыз үйде бүркеніп отырып, жауап қайыратын, жігіттерге шапан жабылып, басқа да киімдер кигізілетін болған",жиһаз-бұйымдарына,біріне
бұдан былай зіркілдемеңіз,бұдан <mask> зіркілдемеңіз,былай,былай
"он жылдан бері тарамыс денелі инелікке хан көзі қанша үйренгенмен, мына алдында тұрған селеуіттен шошып кетті","он жылдан бері тарамыс денелі инелікке хан көзі қанша үйренгенмен, <mask> алдында тұрған селеуіттен шошып кетті",мына,хан
"басын ақ бұлт басып, аспан құшқан беріктас құдды алып адам бейнесін көзге елестетеді","басын ақ бұлт басып, аспан құшқан беріктас құдды алып адам бейнесін <mask> елестетеді",көзге,де
екi-үш күннен бергi ашуы құнанбайға айтқан сөздермен бiраз жеңiлейген сияқты,екi-үш <mask> бергi ашуы құнанбайға айтқан сөздермен бiраз жеңiлейген сияқты,күннен,жыл
"әйгерiм тiксiнiп қап: – аяз жоқ қой, абай-ау","әйгерiм тiксiнiп қап: – аяз <mask> қой, абай-ау",жоқ,емес
"расымен де, кез келген жетістікке жеткен тұлғалардың өмірін зерделеген кезде олардың бойында өмірлік жақсы дағдылар қалыптасқанын, айнамас берік ұстанымдары болғанын байқаймыз","расымен де, кез келген жетістікке жеткен тұлғалардың өмірін зерделеген <mask> олардың бойында өмірлік жақсы дағдылар қалыптасқанын, айнамас берік ұстанымдары болғанын байқаймыз",кезде,кезде
"көздерінді ашып қара, егер оны ұстататын болсаң, өзің сезіп отырған бар пәлені қоздырамын","көздерінді ашып қара, егер оны ұстататын болсаң, өзің сезіп отырған <mask> пәлені қоздырамын",бар,ың
"шұбартау, абралы iшiнде төрт-бес жерде осындай ауылдар құнанбайды аттандырар кезде, оңашарақ шығарып ап, жүрiстен бөгеп, жасырын сөйлеп те қалады","шұбартау, абралы <mask> төрт-бес жерде осындай ауылдар құнанбайды аттандырар кезде, оңашарақ шығарып ап, жүрiстен бөгеп, жасырын сөйлеп те қалады",iшiнде,","
"бірақ бұл жағдайда халықтың аз қамтамасыз етілген топтары бұны тек мемлекет тарапынан өздеріне көрсетілген қолдау деп түсінуі керек, бірақ олар көмектесуге міндетті деп түсінбеуге тиіс","бірақ бұл жағдайда халықтың аз қамтамасыз етілген топтары бұны тек мемлекет тарапынан өздеріне көрсетілген қолдау деп түсінуі керек, бірақ <mask> көмектесуге міндетті деп түсінбеуге тиіс",олар,оларға
"ал сөйтіп қиямет қыстан әрең-мәрең алып шыққан малы енді әжетке жарар кезінде қырғызбай өзі қайтып ала қоймақшы, ә",ал сөйтіп қиямет қыстан әрең-мәрең алып шыққан малы енді әжетке жарар кезінде қырғызбай өзі қайтып ала <mask> ә,"қоймақшы,",ма
адам кейде бір ауыз жылы сөзге де зар болады екен,адам <mask> бір ауыз жылы сөзге де зар болады екен,кейде,баласы
"күннің түске дейін мүйіз, түскен кейін киіз дейтін шағы","күннің түске <mask> мүйіз, түскен кейін киіз дейтін шағы",дейін,дейін
"былай қарасаң, алға он шақты атты шолғыншы, артқа он шақты атты шолғыншы, қос қанатқа он-он аттыдан шолғыншы салып, қалған аттылар мен арбалыларды қақ ортаға бір шоғыр қып иіріп, ешқандай бытыратып-шашыратпай, жүмылған жүдырықтай жұп-жұмыр, жып-жинақы ұстап, жосылтып келе жатқан әскери керуеннің жүрісі сондай суыт, қарқыны сондай қатты секілді","былай қарасаң, алға он шақты атты шолғыншы, артқа он шақты атты шолғыншы, қос қанатқа он-он аттыдан шолғыншы салып, қалған аттылар <mask> арбалыларды қақ ортаға бір шоғыр қып иіріп, ешқандай бытыратып-шашыратпай, жүмылған жүдырықтай жұп-жұмыр, жып-жинақы ұстап, жосылтып келе жатқан әскери керуеннің жүрісі сондай суыт, қарқыны сондай қатты секілді",мен,мен
"ақбұзау мен ережеп оны ертеңіне де қондырмақ еді, шоқан асығыстығын айтып көнбеген соң, кешегі құлыннан қалған жарты етті тағы да асып, түстік алып аттануға тоқыратты","ақбұзау мен ережеп оны ертеңіне <mask> қондырмақ еді, шоқан асығыстығын айтып көнбеген соң, кешегі құлыннан қалған жарты етті тағы да асып, түстік алып аттануға тоқыратты",де,де
"еңселі, ірі сүйекті бай аламан шабыспен бүкіл сүйек-сүйегі уатылып, тұла бойы мылжа-мылжа қанталаған етке айналып кеткен сияқты","еңселі, ірі сүйекті бай аламан шабыспен <mask> сүйек-сүйегі уатылып, тұла бойы мылжа-мылжа қанталаған етке айналып кеткен сияқты",бүкіл,","
"көзін төмен салып тыңдайды да, редактордың айтқанын бұлжытпай орындайды","көзін төмен салып тыңдайды да, редактордың айтқанын <mask> орындайды",бұлжытпай,бұлжытпай
кеше ұйқы ашайда қатай отыйған түйлейі жаман еді,кеше ұйқы ашайда қатай отыйған түйлейі <mask> еді,жаман,бар
