original_text,masked_text,original_masked_word,mask_predicted
браун « конгрестегі еврей ықпалына » сілтеме жасай отырып: «,браун « конгрестегі еврей [MASK] » сілтеме жасай отырып: «,ықпалына,##лер
"керемет диванға отырып, үстелге аяғымды қойдым","керемет диванға отырып, [MASK] аяғымды қойдым",үстелге,-
туыстарымен ептеп-септеп күн көрем деп ойлаған ғой,туыстарымен ептеп-септеп күн көрем [MASK] ойлаған ғой,деп,##і
үйде әзiр тұрған шай бар екен,үйде әзiр тұрған [MASK] бар екен,шай,адам
"ал, территорияның қанша екенін көріп тұрсың ғой, қарашы, көз жетпейді","ал, территорияның қанша екенін көріп тұрсың ғой, [MASK] көз жетпейді","қарашы,",екі
мұқа өзіне сенімді жүзбен жуап қатты: — бұл күйді біз « томнай места » деп тартамыз,мұқа өзіне сенімді жүзбен жуап қатты: — бұл күйді [MASK] « томнай места » деп тартамыз,біз,де
"көріп еді, жас жігіттің іші бауырына кіріп жата жатқан әдемі жанарына арбалды да қалды","көріп еді, жас жігіттің іші [MASK] кіріп жата жатқан әдемі жанарына арбалды да қалды",бауырына,##не
"оның несі жаман, айтшы маған","оның [MASK] жаман, айтшы маған",несі,-
"есімде қалғаны, күн бата салысымен тауықтар сияқты біз де жертөсекке қаз-қатар жатып алып, оразкүл кемпірдің әңгімесін тыңдаймыз","есімде қалғаны, күн бата салысымен тауықтар сияқты біз де жертөсекке [MASK] жатып алып, оразкүл кемпірдің әңгімесін тыңдаймыз",қаз-қатар,","
өсек көп ерген айғанымға біреулер оны танып та жүріпті,өсек көп ерген айғанымға біреулер [MASK] танып та жүріпті,оны,##ге
"көп адам оған кететін есіл күш пен уақытты сылтауратып, басқа біреуге жұмыс табыстағысы келмейді","көп адам [MASK] кететін есіл күш пен уақытты сылтауратып, басқа біреуге жұмыс табыстағысы келмейді",оған,##ға
"ең болмаса бөжейдiң жетiсiне шейiн, немесе тiптi қырқына шейiн "" жыласатын ағайынды"", "" бата оқырды"" осы кең қоныс – шалқарда тоспақ болды","ең болмаса бөжейдiң жетiсiне шейiн, немесе тiптi қырқына шейiн "" жыласатын ағайынды"", "" бата оқырды"" [MASK] кең қоныс – шалқарда тоспақ болды",осы,","
"өйткені мұнда махаббат қуанышы да, қиындықтың бәрін артта қалдырған жанның қуанышы да бар","өйткені [MASK] махаббат қуанышы да, қиындықтың бәрін артта қалдырған жанның қуанышы да бар",мұнда,","
"жасау қырық-қырықтан болатын, ақ үй, оған бір отауша, бір шатыр қосатын, сәукеледен басталған жасау келе-келе заманына лайық машина, самауыр сияқты уақытының жиһаз-бұйымдарына ауысқан, "" жар-жарды"" ат үстінде тұрып, отау үйдің үзігін түріп қойып айтатын жігіттерге екі қыз үйде бүркеніп отырып, жауап қайыратын, жігіттерге шапан жабылып, басқа да киімдер кигізілетін болған","жасау қырық-қырықтан болатын, ақ үй, оған бір отауша, бір шатыр қосатын, сәукеледен басталған жасау келе-келе заманына лайық машина, самауыр сияқты уақытының [MASK] ауысқан, "" жар-жарды"" ат үстінде тұрып, отау үйдің үзігін түріп қойып айтатын жігіттерге екі қыз үйде бүркеніп отырып, жауап қайыратын, жігіттерге шапан жабылып, басқа да киімдер кигізілетін болған",жиһаз-бұйымдарына,ішінде
бұдан былай зіркілдемеңіз,бұдан [MASK] зіркілдемеңіз,былай,әрі
"он жылдан бері тарамыс денелі инелікке хан көзі қанша үйренгенмен, мына алдында тұрған селеуіттен шошып кетті","он жылдан бері тарамыс денелі инелікке хан көзі қанша үйренгенмен, [MASK] алдында тұрған селеуіттен шошып кетті",мына,хан
"басын ақ бұлт басып, аспан құшқан беріктас құдды алып адам бейнесін көзге елестетеді","басын ақ бұлт басып, аспан құшқан беріктас құдды алып адам бейнесін [MASK] елестетеді",көзге,","
екi-үш күннен бергi ашуы құнанбайға айтқан сөздермен бiраз жеңiлейген сияқты,екi-үш [MASK] бергi ашуы құнанбайға айтқан сөздермен бiраз жеңiлейген сияқты,күннен,##і
"әйгерiм тiксiнiп қап: – аяз жоқ қой, абай-ау","әйгерiм тiксiнiп қап: – аяз [MASK] қой, абай-ау",жоқ,-
"расымен де, кез келген жетістікке жеткен тұлғалардың өмірін зерделеген кезде олардың бойында өмірлік жақсы дағдылар қалыптасқанын, айнамас берік ұстанымдары болғанын байқаймыз","расымен де, кез келген жетістікке жеткен тұлғалардың өмірін зерделеген [MASK] олардың бойында өмірлік жақсы дағдылар қалыптасқанын, айнамас берік ұстанымдары болғанын байқаймыз",кезде,","
"көздерінді ашып қара, егер оны ұстататын болсаң, өзің сезіп отырған бар пәлені қоздырамын","көздерінді ашып қара, егер оны ұстататын болсаң, өзің сезіп отырған [MASK] пәлені қоздырамын",бар,","
"шұбартау, абралы iшiнде төрт-бес жерде осындай ауылдар құнанбайды аттандырар кезде, оңашарақ шығарып ап, жүрiстен бөгеп, жасырын сөйлеп те қалады","шұбартау, абралы [MASK] төрт-бес жерде осындай ауылдар құнанбайды аттандырар кезде, оңашарақ шығарып ап, жүрiстен бөгеп, жасырын сөйлеп те қалады",iшiнде,-
"бірақ бұл жағдайда халықтың аз қамтамасыз етілген топтары бұны тек мемлекет тарапынан өздеріне көрсетілген қолдау деп түсінуі керек, бірақ олар көмектесуге міндетті деп түсінбеуге тиіс","бірақ бұл жағдайда халықтың аз қамтамасыз етілген топтары бұны тек мемлекет тарапынан өздеріне көрсетілген қолдау деп түсінуі керек, бірақ [MASK] көмектесуге міндетті деп түсінбеуге тиіс",олар,оған
"ал сөйтіп қиямет қыстан әрең-мәрең алып шыққан малы енді әжетке жарар кезінде қырғызбай өзі қайтып ала қоймақшы, ә",ал сөйтіп қиямет қыстан әрең-мәрең алып шыққан малы енді әжетке жарар кезінде қырғызбай өзі қайтып ала [MASK] ә,"қоймақшы,",-
адам кейде бір ауыз жылы сөзге де зар болады екен,адам [MASK] бір ауыз жылы сөзге де зар болады екен,кейде,-
"күннің түске дейін мүйіз, түскен кейін киіз дейтін шағы","күннің түске [MASK] мүйіз, түскен кейін киіз дейтін шағы",дейін,кейін
"былай қарасаң, алға он шақты атты шолғыншы, артқа он шақты атты шолғыншы, қос қанатқа он-он аттыдан шолғыншы салып, қалған аттылар мен арбалыларды қақ ортаға бір шоғыр қып иіріп, ешқандай бытыратып-шашыратпай, жүмылған жүдырықтай жұп-жұмыр, жып-жинақы ұстап, жосылтып келе жатқан әскери керуеннің жүрісі сондай суыт, қарқыны сондай қатты секілді","былай қарасаң, алға он шақты атты шолғыншы, артқа он шақты атты шолғыншы, қос қанатқа он-он аттыдан шолғыншы салып, қалған аттылар [MASK] арбалыларды қақ ортаға бір шоғыр қып иіріп, ешқандай бытыратып-шашыратпай, жүмылған жүдырықтай жұп-жұмыр, жып-жинақы ұстап, жосылтып келе жатқан әскери керуеннің жүрісі сондай суыт, қарқыны сондай қатты секілді",мен,","
"ақбұзау мен ережеп оны ертеңіне де қондырмақ еді, шоқан асығыстығын айтып көнбеген соң, кешегі құлыннан қалған жарты етті тағы да асып, түстік алып аттануға тоқыратты","ақбұзау мен ережеп оны ертеңіне [MASK] қондырмақ еді, шоқан асығыстығын айтып көнбеген соң, кешегі құлыннан қалған жарты етті тағы да асып, түстік алып аттануға тоқыратты",де,алып
"еңселі, ірі сүйекті бай аламан шабыспен бүкіл сүйек-сүйегі уатылып, тұла бойы мылжа-мылжа қанталаған етке айналып кеткен сияқты","еңселі, ірі сүйекті бай аламан шабыспен [MASK] сүйек-сүйегі уатылып, тұла бойы мылжа-мылжа қанталаған етке айналып кеткен сияқты",бүкіл,","
"көзін төмен салып тыңдайды да, редактордың айтқанын бұлжытпай орындайды","көзін төмен салып тыңдайды да, редактордың айтқанын [MASK] орындайды",бұлжытпай,да
кеше ұйқы ашайда қатай отыйған түйлейі жаман еді,кеше ұйқы ашайда қатай отыйған түйлейі [MASK] еді,жаман,де
"осылай баяу жүріп, сөйлесіп келе жатып мүсіреп бір кезде үндемей қалды",осылай баяу [MASK] сөйлесіп келе жатып мүсіреп бір кезде үндемей қалды,"жүріп,",","
"сондықтан айтарыңызды тезірек айтып, уақытын көп алмағаныңыз жөн болар »","сондықтан айтарыңызды тезірек айтып, уақытын көп алмағаныңыз жөн [MASK] »",болар,.
"дәл осы кезде ауыр салмақты бiр нәрсе қостың iргесiне, сырт жағынан кеп былқ етiп, дүбiрлей құлады","дәл осы кезде ауыр салмақты бiр нәрсе қостың iргесiне, сырт жағынан [MASK] былқ етiп, дүбiрлей құлады",кеп,-
"басынан сыпырылып түскен ақ жібек орамалды қайта тартып, қара мақпал қамзолдың жеңін кигенше шыдамай сыртқа жүгіріп шығып еді","басынан сыпырылып [MASK] ақ жібек орамалды қайта тартып, қара мақпал қамзолдың жеңін кигенше шыдамай сыртқа жүгіріп шығып еді",түскен,","
қыстыгүні мен де келіп түсіп кетіп тұрар едім,қыстыгүні [MASK] де келіп түсіп кетіп тұрар едім,мен,##н
"абайға қаракесек тымағын киген, сары сақал біреу өзінің екі иығына екі айырып іліп алған жарма қоныш жаңа қара саптамаларын ұсынады","абайға қаракесек тымағын киген, сары сақал біреу өзінің екі иығына екі айырып іліп алған жарма қоныш жаңа қара [MASK] ұсынады",саптамаларын,##қ
"адамдар келісе қоймайтын эмоциялық реңкі қою мәселелермен бетпе-бет келгенде, тараптардың барлығы бірдей шынайы және әділ деп танитын хабарлама дайындау мүмкін емес болар","адамдар келісе қоймайтын [MASK] реңкі қою мәселелермен бетпе-бет келгенде, тараптардың барлығы бірдей шынайы және әділ деп танитын хабарлама дайындау мүмкін емес болар",эмоциялық,","
"олар 40-50 жасқа келгенде, зерттеуші джоан маккорд жасөспірімдердің эксперименті туралы жазбаларды олардың ересек кезіндегі, әсіресе қылмыстық оқиғаларға қатысты өмірімен салыстырды","олар 40-50 жасқа келгенде, зерттеуші джоан маккорд жасөспірімдердің эксперименті туралы жазбаларды олардың [MASK] кезіндегі, әсіресе қылмыстық оқиғаларға қатысты өмірімен салыстырды",ересек,жас
"ал өзің мен қатысатын спектакльге келе алмайтын шығарсың, алысқа кетесің ғой","ал өзің мен қатысатын спектакльге келе алмайтын шығарсың, алысқа [MASK] ғой",кетесің,-
"оразбайдың әкесі аққұлы тек қана қара қазақ болған, тіпті бай да болған емес","оразбайдың әкесі аққұлы тек қана қара қазақ болған, тіпті бай [MASK] болған емес",да,қазақ
"григорий бұл үйге кеше түн ортасы жақындаған шақта бір келіп, малтабардан шоқанның оралғанын, әкесі мен екеуі жатып қалды деген хабарын естігеннен кейін, « мазаламайын » деп қайтып кеткен","григорий бұл үйге кеше [MASK] ортасы жақындаған шақта бір келіп, малтабардан шоқанның оралғанын, әкесі мен екеуі жатып қалды деген хабарын естігеннен кейін, « мазаламайын » деп қайтып кеткен",түн,##к
"сонсын бірі бұта түбінде, бірі ат бауырындағы қос уыс көлеңкеге жабысып отырды да, қоржын түбінде сақырлап қатқан құрт - ірімшікті уысын толтыра көсіп алып, екі ұрты бұлтылдап - төмен қарап сазарып қалғандары","сонсын бірі бұта түбінде, бірі ат бауырындағы [MASK] уыс көлеңкеге жабысып отырды да, қоржын түбінде сақырлап қатқан құрт - ірімшікті уысын толтыра көсіп алып, екі ұрты бұлтылдап - төмен қарап сазарып қалғандары",қос,екі
әке - шешеден ерте айрылды,әке - шешеден [MASK] айрылды,ерте,де
басқа келіп-кетіп жатқандар қаншама,басқа [MASK] жатқандар қаншама,келіп-кетіп,##п
"бұл дәуір бастардан бәлкім ілгерірек арғы түбі тибеттен өрбіген будда діні, монғол даласы мен тайга орманына да біртіндеп жайылады да, орта ғасырларда шаманнан үстем болуға айналады, оған қуғын жасайды","бұл дәуір бастардан бәлкім ілгерірек арғы түбі тибеттен өрбіген будда діні, монғол даласы мен тайга орманына да біртіндеп жайылады [MASK] орта ғасырларда шаманнан үстем болуға айналады, оған қуғын жасайды","да,",","
"әрбір сарбаздың қасында, сабан бетінде винтовкасы жатыр","әрбір сарбаздың қасында, сабан [MASK] винтовкасы жатыр",бетінде,##дың
келесі жылы олар бірнеше қозыны бағымға қалдыруды ойластырған,келесі жылы олар бірнеше [MASK] бағымға қалдыруды ойластырған,қозыны,жаңа
"түннің бір уағына дейін жалғасатын той, кез келген отырыс келесі күннің энергиясын ұрлап, өнімділігін кемітіп жатқанын көбіміз ескере бермейміз","түннің [MASK] уағына дейін жалғасатын той, кез келген отырыс келесі күннің энергиясын ұрлап, өнімділігін кемітіп жатқанын көбіміз ескере бермейміз",бір,1
"өткізгенің қала адамы ма, танысың ба",өткізгенің қала адамы [MASK] танысың ба,"ма,",","
көкем де ебелек қағып « саламалайкүмін » жолай айтып ат шылауына жармасып жатыр,көкем де ебелек [MASK] « саламалайкүмін » жолай айтып ат шылауына жармасып жатыр,қағып,","
"қарашаңыраққа ие болып, кемпір екеуміздің жанымызда саятым қалады ” дейтін әкесі",қарашаңыраққа ие [MASK] кемпір екеуміздің жанымызда саятым қалады ” дейтін әкесі,"болып,",","
содан кейін израиль көмек бағдарламасын латын америкасы мен азияға бұрды,содан кейін израиль көмек бағдарламасын латын [MASK] мен азияға бұрды,америкасы,##ша
"сөйтсем, өте сақ екенсіз, айтыңызшы, рысқұлов мырза, сіз түркістан президенттігінен өз еркіңізбен кеттіңіз бе","сөйтсем, өте сақ екенсіз, [MASK] рысқұлов мырза, сіз түркістан президенттігінен өз еркіңізбен кеттіңіз бе","айтыңызшы,",","
синченко жарық атаулыны көрсетпеу ережесіне сай терезелерді тастай қараңғы қылып қымтап тастады,синченко жарық [MASK] көрсетпеу ережесіне сай терезелерді тастай қараңғы қылып қымтап тастады,атаулыны,##ты
"кездессек, кеңессек, ортақ жауға қарсы бірге аттанар, бұқарды қос бүйірден қыспаққа салар күн туар ма еді","кездессек, кеңессек, ортақ жауға қарсы бірге аттанар, бұқарды қос бүйірден [MASK] салар күн туар ма еді",қыспаққа,","
"орташа шамамен корольдік жұп әр үш жыл сайын перзенттерін, ұзын саны – он баланы, жер қойнына тапсырып отырған","орташа шамамен корольдік жұп [MASK] үш жыл сайын перзенттерін, ұзын саны – он баланы, жер қойнына тапсырып отырған",әр,##тың
"кісі қадірі дайағашшы тізгін қағар жарықтық зейнелқабден ақсақалдан асқан атқұмар жан көрмеппін де, естімеппін","кісі қадірі дайағашшы тізгін қағар жарықтық зейнелқабден ақсақалдан асқан атқұмар жан [MASK] де, естімеппін",көрмеппін,-
"күн шығып келе жатқанда екі-үш тас құманға көк шәй құйып, бір жайпақ табаққа тандыр нан салып, алдьша ала жапқыш байлап, омырауын ашық тастап, жолақ шапанды малай кіріп кеп, күйек сақалы жылтылдап: – мархамат етіңіз","күн шығып келе жатқанда екі-үш тас құманға көк шәй құйып, бір жайпақ табаққа тандыр нан салып, алдьша ала жапқыш байлап, омырауын ашық тастап, жолақ шапанды малай кіріп кеп, күйек [MASK] жылтылдап: – мархамат етіңіз",сақалы,##ші
сізді көргенде өткендегі бір жастық шақтың еске түскені де,сізді көргенде өткендегі бір [MASK] шақтың еске түскені де,жастық,-
"belmont, ca: brooks/cole","belmont, [MASK] brooks/cole",ca:,/
"қосаусыз мылтықтың аузынан шыққандай, қос шампан тығыны бірінен соң бірі аспанға атылды","қосаусыз мылтықтың аузынан шыққандай, қос шампан [MASK] бірінен соң бірі аспанға атылды",тығыны,##ның
"ваннаға бара жатып, өзімді ішегіме оқ кептеліп қалған деп сендіруге тырыстым","ваннаға бара жатып, [MASK] ішегіме оқ кептеліп қалған деп сендіруге тырыстым",өзімді,оның
бұл елдердің су саласына қатысты келісімін нығайта түсуге себеп болар тағы бір жағдай бар,бұл елдердің су саласына қатысты келісімін нығайта [MASK] себеп болар тағы бір жағдай бар,түсуге,деген
"ғалымдардың едәуір бөлігі мәдениет дегеннің өзін ділге ж ұ ғатын кеселге, адам организміне еніп кететін вирусқа балайды","ғалымдардың едәуір бөлігі мәдениет дегеннің өзін ділге ж ұ ғатын кеселге, адам организміне еніп кететін [MASK] балайды",вирусқа,адамды
"тек екі жағынан екі адам қолтықтай тұрғызған асан қайғының ғана түнере қалған аспан мен шартылдай ойнаған найзағайларда шаруасы болған жоқ, жаңа ғана наркескендеріне қол жүгірткен арғын, қыпшақ қос батырының қимылдары есіне түсті ме, ол: — бүгінгі ас — қайғы асы еді, енді бүліншілік асына айналмаса нетсін, — деді ақырын күрсініп","тек [MASK] жағынан екі адам қолтықтай тұрғызған асан қайғының ғана түнере қалған аспан мен шартылдай ойнаған найзағайларда шаруасы болған жоқ, жаңа ғана наркескендеріне қол жүгірткен арғын, қыпшақ қос батырының қимылдары есіне түсті ме, ол: — бүгінгі ас — қайғы асы еді, енді бүліншілік асына айналмаса нетсін, — деді ақырын күрсініп",екі,бір
көмекейіне кетіп қалған бірер шыбынды қақырып түсірмек болған шыңғыстың жүрегі айнып құсты,көмекейіне кетіп қалған [MASK] шыбынды қақырып түсірмек болған шыңғыстың жүрегі айнып құсты,бірер,болған
тас екен деп ойладық,тас [MASK] деп ойладық,екен,##қан
сәкен туралы шындықты білетіндер қалмаған да шығар,сәкен [MASK] шындықты білетіндер қалмаған да шығар,туралы,-
осы орайда « кебінде қалта болмайды » деген ескі мәтел еске түседі,осы орайда « кебінде қалта болмайды » деген ескі [MASK] еске түседі,мәтел,сөз
сен диқанға қол ұшын созбағаныңмен мен оған көмектестім,сен диқанға қол ұшын созбағаныңмен [MASK] оған көмектестім,мен,","
аяған оны жаңа көргендей таң қала қарады,аяған [MASK] жаңа көргендей таң қала қарады,оны,","
"қазірдің өзінде апырай қалай болар екен, қалай оқытар екенбіз, түбі не болады, – деп уайым жейміз","қазірдің өзінде апырай қалай болар екен, қалай оқытар екенбіз, [MASK] не болады, – деп уайым жейміз",түбі,[UNK]
"партия мектебінде сырттай оқыпр жүргенде сессияға келген сайын емтихан тапсыратын сабақтарын жиып қойып, профессор алдияр ақпанұлының лекцияларына баратын","партия мектебінде сырттай оқыпр жүргенде сессияға келген сайын емтихан тапсыратын сабақтарын жиып қойып, профессор алдияр [MASK] лекцияларына баратын",ақпанұлының,##лық
бұрынғы жорықтан оралғандағы егін орып келген диқандай құлағын кесіп алса да оянбайтын қатты ұйқысының қайда қалғанына өзі де таң,бұрынғы жорықтан оралғандағы егін орып келген диқандай құлағын кесіп алса да оянбайтын [MASK] ұйқысының қайда қалғанына өзі де таң,қатты,##дай
"ғылым төңірегіндегі ағайындар басқа кәсіпке көшіп, жазарман қауым әрқилы деңгейдегі әкімдерді мадақтап, күнкөрістің жаңа бір көздерін тапқан","ғылым төңірегіндегі ағайындар басқа кәсіпке көшіп, жазарман қауым әрқилы деңгейдегі әкімдерді мадақтап, күнкөрістің [MASK] бір көздерін тапқан",жаңа,тағы
"ол президенттің авторитарлы басқару стилінің кемшілігін жасырып-жауып, қызметкерлер мен бастығының ортасында дәнекер болды","ол президенттің авторитарлы басқару стилінің [MASK] жасырып-жауып, қызметкерлер мен бастығының ортасында дәнекер болды",кемшілігін,##і
соларға бір хабар тигізу керек еді,соларға [MASK] хабар тигізу керек еді,бір,да
"төңірегі тегіс тыншыған көшім әскердің бар билігін немере інісі махметқұлға, қалған жұрттың бар билігін құдасы қараша бекке тапсырып, танды таңға қосып, бар өмірін гәремде — күнін шарап ішіп ойын-сауық құрып, үнді мен ауғаннан, бұқар мен хорезмнен келген әнші, биші қыздар ортасында, түнін ыстық лепке, жас денеге балқып, дәл сол сәтте көңілі қалаған әйелдің қасында өткізуге айналды: көшім өзінің әр ісінде аз уақыт болса да алдын көрген құдыретті пірі — абдолла ханға ұқсауға тырысатын","төңірегі тегіс тыншыған көшім әскердің бар билігін немере інісі махметқұлға, қалған жұрттың бар билігін құдасы қараша бекке тапсырып, танды [MASK] қосып, бар өмірін гәремде — күнін шарап ішіп ойын-сауық құрып, үнді мен ауғаннан, бұқар мен хорезмнен келген әнші, биші қыздар ортасында, түнін ыстық лепке, жас денеге балқып, дәл сол сәтте көңілі қалаған әйелдің қасында өткізуге айналды: көшім өзінің әр ісінде аз уақыт болса да алдын көрген құдыретті пірі — абдолла ханға ұқсауға тырысатын",таңға,##ға
"сол бүкiл ресейге жалғыз дара боп шыққан жас қыз, бүгiнгi абай досы михайловтың туған апасы болып шыққаны хайран еттi",сол бүкiл ресейге жалғыз дара боп шыққан жас [MASK] бүгiнгi абай досы михайловтың туған апасы болып шыққаны хайран еттi,"қыз,",##ы
"неандертальдықтардың оралуы генетиктер тек жер бетінде өмір сүретін тіршілік иелерінің желісін жетілдіріп қана қоймай, баяғыда өліп қалған түрлерді қайта оралтуға кірісті","неандертальдықтардың оралуы генетиктер тек жер бетінде өмір [MASK] тіршілік иелерінің желісін жетілдіріп қана қоймай, баяғыда өліп қалған түрлерді қайта оралтуға кірісті",сүретін,жатқан
"жәнібек бойын өртеп бара жатқан жалынды күшпен басып енді отыра алмады, қыз өтінішіне жауап берудің орнына, оны аш белінен құшақтай өзіне тартты, жаңа піскен мәуедей әбден дер кезіне жеткен жас сұлу да, бауырын жазып жігіт әуеніне қарай икемделе берді","жәнібек бойын өртеп бара жатқан жалынды күшпен басып енді отыра алмады, қыз өтінішіне жауап берудің орнына, оны аш белінен құшақтай өзіне тартты, жаңа піскен [MASK] әбден дер кезіне жеткен жас сұлу да, бауырын жазып жігіт әуеніне қарай икемделе берді",мәуедей,","
"алқалаған адамдар маған ысырылып орын берді, кенет автобустың алдыңғы әйнегідегі экраннан экшн фильм көріп отырғандай болдым","алқалаған адамдар маған ысырылып орын берді, кенет автобустың алдыңғы [MASK] экраннан экшн фильм көріп отырғандай болдым",әйнегідегі,##ңғы
"содан соң сәуле шоғыры бір бүйірге қарай жылжып, жоғары-төмен селкілдеген бойда жол жағалай қозғалып, айнала берді","содан соң сәуле шоғыры [MASK] бүйірге қарай жылжып, жоғары-төмен селкілдеген бойда жол жағалай қозғалып, айнала берді",бір,арқылы
"көлік шуы, ұрыс-керіс дыбысы, адам айқайы","көлік шуы, ұрыс-керіс [MASK] адам айқайы","дыбысы,",##ше
сыртқа серуенге де бір-бірлеп алып шығады,сыртқа серуенге [MASK] бір-бірлеп алып шығады,де,","
"қарашы, мұндай махаббаттың құдіретін","қарашы, [MASK] махаббаттың құдіретін",мұндай,-
"шашудай шашылған толқын суынан үркіп, шаңқ етіп көкке көтерілген шағаладай қанатты үн енді тіке шырқап, ең шырқау биігіне жеткенде біраз уақыт жемін аңдыған әлгі шағаладай ауада ілініп тұрады да, енді бірде күрт құлап, шабақ ілгендей қайта қалықтай жөнеледі","шашудай [MASK] толқын суынан үркіп, шаңқ етіп көкке көтерілген шағаладай қанатты үн енді тіке шырқап, ең шырқау биігіне жеткенде біраз уақыт жемін аңдыған әлгі шағаладай ауада ілініп тұрады да, енді бірде күрт құлап, шабақ ілгендей қайта қалықтай жөнеледі",шашылған,","
"үміті ақталмаған император қатты ашуланып: « жоғал көзіме көрінбей, оңбаған неме",үміті ақталмаған император қатты ашуланып: « жоғал көзіме [MASK] оңбаған неме,"көрінбей,",»
"бұлар абайдан шыққан сөзді білсе де, оны "" қыр қазағы"", "" дін адамы емес"" дейді","бұлар абайдан шыққан сөзді білсе де, [MASK] "" қыр қазағы"", "" дін адамы емес"" дейді",оны,олар
керегін тапқан ол бірнеше минөттен соң яффа жолымен қайта жүгіріп бара жатты,керегін тапқан ол бірнеше минөттен соң яффа жолымен [MASK] жүгіріп бара жатты,қайта,ол
ондағы құнанбайдың айтқаны барыс-қайтыс жол жайы болатын,ондағы құнанбайдың [MASK] барыс-қайтыс жол жайы болатын,айтқаны,жол
"дәрігерлер белгілеп берген екі айлық ғұмыр көмбеге жақындаған сайын, әкеммен бірге біздің де деміміз бітіп, дәмтұзымыз таусылардай күндіз күлкі, түнде ұйқыдан айрылдық","дәрігерлер белгілеп берген екі айлық ғұмыр көмбеге жақындаған сайын, әкеммен бірге [MASK] де деміміз бітіп, дәмтұзымыз таусылардай күндіз күлкі, түнде ұйқыдан айрылдық",біздің,де
қыстау сыртындағы биік адырға шұбырған қойы мен үш шана жеткенше көз алмай қараумен болды,қыстау сыртындағы [MASK] адырға шұбырған қойы мен үш шана жеткенше көз алмай қараумен болды,биік,","
"ал қазір хадишаның көңіл-күйі, қас-қабағына қарап бүкіл дүние өзгере салған сияқты","ал қазір хадишаның көңіл-күйі, қас-қабағына қарап бүкіл дүние [MASK] салған сияқты",өзгере,##ге
"банкетті де, ү йдегі дастар қ анды да ө ткізген со ң, қ аратай аудан м ә селелері бойынша тиісті жерлердегі ж ұ мысын бітіріп алып, а ғ асы мен же ң гесін ж ә не қ ызын тау ғ а қ ыдырту ғ а алып шы қ ты","банкетті де, ү йдегі дастар қ анды да ө ткізген со ң, қ аратай [MASK] м ә селелері бойынша тиісті жерлердегі ж ұ мысын бітіріп алып, а ғ асы мен же ң гесін ж ә не қ ызын тау ғ а қ ыдырту ғ а алып шы қ ты",аудан,","
"ақбала өзіне сондай бір ыстық ұяңы аңсап, шерлі жүрек қатты сығылып кетті",ақбала өзіне сондай бір ыстық ұяңы [MASK] шерлі жүрек қатты сығылып кетті,"аңсап,",##з
"өйткені бәрі біртұтас табиғатпен үйлесімде болуы шарт; тағы біраз уақыттан соң, сен адриан мен август сияқты ешкім және еш жерде болмайсың","өйткені бәрі біртұтас табиғатпен үйлесімде болуы шарт; тағы біраз [MASK] соң, сен адриан мен август сияқты ешкім және еш жерде болмайсың",уақыттан,##дан
"сейіт ала жаздай мынадай көп етті көрмейжүргендіктен, сүйсінсе де, сыртына шығарып білдірген жоқ","сейіт ала жаздай мынадай көп етті көрмейжүргендіктен, [MASK] де, сыртына шығарып білдірген жоқ",сүйсінсе,өзі
"басы қайқаңдап, баурын созып қанша ұмтылса да жете алмай ақыры әлсіреп барып олар да сұлап-сұлап жата кетті","басы қайқаңдап, баурын созып қанша ұмтылса да жете алмай ақыры [MASK] барып олар да сұлап-сұлап жата кетті",әлсіреп,##н
"былқ етiп құлап жығылды да, талған бойында жерде сұлқ жатып қалды",былқ етiп құлап жығылды [MASK] талған бойында жерде сұлқ жатып қалды,"да,",##ң
есіктен төрге шейін жайылған қызыл кілем,есіктен төрге шейін [MASK] қызыл кілем,жайылған,","
"сол сәтте және де дәрменнің түсінен өзгеше жайды аңғарып, сескеніп қалды","сол сәтте [MASK] де дәрменнің түсінен өзгеше жайды аңғарып, сескеніп қалды",және,де
"қандай айламен қан құстырсам деп, соны ойлап отыр","қандай [MASK] қан құстырсам деп, соны ойлап отыр",айламен,","
"дәлірек айтқанда, 1932, 1933 және 1934 жылдары үш рет соғым сойылды","дәлірек айтқанда, 1932, [MASK] және 1934 жылдары үш рет соғым сойылды",1933,1933
"шешесiнiң жүрердегi сөзi есiне түстi ме, болмаса қазiргi көңiл күйiне сай келдi ме","шешесiнiң жүрердегi [MASK] есiне түстi ме, болмаса қазiргi көңiл күйiне сай келдi ме",сөзi,##ң
бұл мәдениеттердің басы бірікпейтінін әрі иммигранттардың көбі батыс құндылықтарына бейімделгісі келмейтінін немесе бейімделе алмайтынын қайталайды,бұл мәдениеттердің басы бірікпейтінін әрі [MASK] көбі батыс құндылықтарына бейімделгісі келмейтінін немесе бейімделе алмайтынын қайталайды,иммигранттардың,олардың
сол сияқты « су болсын » ( st,сол [MASK] « су болсын » ( st,сияқты,.
"құлақ қақпай, сілтідей тынған жиын ортасында ақты-бозды төкпе ақын домбыраны сирек қағып, жосып отыр: жасында шепті бұздың жаудан қашпай, ер-ақ болып өсіп ең, адам аспай","құлақ қақпай, сілтідей [MASK] жиын ортасында ақты-бозды төкпе ақын домбыраны сирек қағып, жосып отыр: жасында шепті бұздың жаудан қашпай, ер-ақ болып өсіп ең, адам аспай",тынған,","
